,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos,Clusters_scal
1684,0,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,407,70,304,1,1,3,1,3,0,2
1685,0,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,256,53,37,1,2,4,1,3,0,0
1686,1,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,850,42,1754,0,0,1,0,2,0,1
1687,0,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,501,54,815,1,1,3,1,0,2,2
1688,0,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,614,51,1001,0,1,2,1,0,0,2
1689,0,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,505,33,1157,0,0,1,0,2,0,1
1690,0,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,505,71,688,0,1,2,1,0,0,2
1691,1,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,547,35,1319,0,0,1,0,2,0,1
1692,1,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,655,37,21,1,1,3,1,1,0,0
1693,2,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,831,41,31,0,1,2,1,1,0,0
1694,0,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,705,32,67,1,0,2,0,1,0,0
1695,0,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,562,70,708,0,1,2,1,0,0,2
1696,2,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,808,51,25,1,2,4,1,3,0,0
1697,1,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,647,39,746,1,0,2,0,2,1,0
1698,1,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,805,65,32,0,2,3,1,3,0,0
1699,1,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,217,71,1695,0,2,3,1,0,0,2
1700,0,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,827,46,1080,1,1,3,1,0,0,2
1701,1,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,251,67,72,1,2,4,1,3,0,0
1702,0,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,381,33,57,0,1,2,1,1,0,0
1703,1,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,260,49,660,1,1,3,1,0,0,2
1704,2,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,1030,49,103,1,1,3,1,1,0,0
1705,1,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,439,38,153,1,1,3,1,1,0,0
1706,1,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,807,66,1220,1,1,3,1,0,1,2
1707,0,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,842,57,279,1,1,3,1,0,0,2
1708,0,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,308,44,745,1,1,3,1,0,0,2
1709,1,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,337,49,264,1,1,3,1,3,0,2
1710,0,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,172,36,2157,1,0,2,0,2,4,1
1711,1,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,465,63,1526,1,1,3,1,0,3,2
1712,0,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,458,44,69,1,1,3,1,3,0,2
1713,0,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,786,56,1597,1,0,2,0,2,1,1
1714,2,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,191,30,64,0,1,2,1,1,0,0
1715,0,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,753,38,497,1,1,3,1,0,0,0
1716,0,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,565,66,1067,0,1,2,1,0,0,2
1717,0,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,123,45,31,1,2,4,1,3,0,0
1718,0,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,576,48,211,1,2,4,1,3,0,0
1719,1,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,741,46,877,1,1,3,1,0,1,2
1720,0,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,692,43,11,1,1,3,1,1,0,0
1721,1,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,700,39,2034,1,0,2,0,2,3,1
1722,0,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,357,31,1991,0,0,1,0,2,3,1
1723,1,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,305,60,1686,0,0,1,0,2,1,1
1724,1,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,312,40,324,0,1,2,1,1,0,0
1725,1,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,232,43,69,0,1,2,1,1,0,0
1726,0,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,768,67,252,1,2,4,1,3,0,0
1727,2,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,523,57,54,0,1,2,1,1,0,2
1728,1,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,490,61,964,1,2,4,1,0,0,0
1729,0,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,657,71,1327,1,1,3,1,0,0,2
1730,1,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,258,58,68,1,2,4,1,3,0,0
1731,0,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,708,63,60,1,0,2,0,1,0,0
1732,0,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,588,67,55,0,2,3,1,3,1,0
1733,0,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,3,56,1456,1,0,2,0,2,1,1
1734,2,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,549,64,563,0,1,2,1,0,0,2
1735,0,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,656,68,1504,0,1,2,1,0,0,2
1736,0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,226,55,564,0,2,3,1,0,0,0
1737,0,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,375,59,1125,1,0,2,0,2,1,1
1738,0,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,196,63,358,1,1,3,1,0,1,2
1739,1,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,389,51,42,1,1,3,1,1,0,0
1740,0,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,226,58,184,1,1,3,1,3,1,2
1741,0,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,597,39,460,1,1,3,1,0,0,0
1742,1,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,192,77,145,0,0,1,0,1,0,0
1743,0,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,689,75,1376,1,0,2,0,2,0,1
1744,1,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,685,53,792,0,1,2,1,0,0,2
1745,0,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,771,70,1382,1,0,2,0,2,0,1
1746,2,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,746,75,28,1,0,2,0,1,0,0
1747,1,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,434,76,1033,1,0,2,0,2,0,1
1748,0,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,556,53,882,0,1,2,1,0,0,2
1749,1,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,643,73,2231,1,0,2,0,2,3,1
1750,1,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,781,61,1101,1,1,3,1,0,1,2
1751,0,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,727,48,369,1,1,3,1,0,0,2
1752,2,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,282,42,48,0,1,2,1,1,0,0
1753,1,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,369,73,467,0,1,2,1,0,1,2
1754,0,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,711,51,44,0,2,3,1,3,0,0
1755,2,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,629,43,38,0,2,3,1,3,0,0
1756,0,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,543,54,81,1,2,4,1,3,0,0
1757,1,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,607,51,167,0,1,2,1,1,0,0
1758,1,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,62,67,45,1,2,4,1,3,0,0
1759,0,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,559,50,664,1,1,3,1,0,0,2
1760,2,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,423,58,622,1,1,3,1,0,0,2
1761,2,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,429,43,48,0,1,2,1,1,0,0
1762,0,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,409,47,461,1,1,3,1,0,0,2
1763,0,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,473,45,1073,1,1,3,1,0,0,2
1764,2,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,515,36,55,1,1,3,1,1,0,0
1765,0,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,620,66,976,1,1,3,1,0,0,2
1766,1,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,173,42,20,0,1,2,1,1,0,0
1767,0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,488,40,1149,1,0,2,0,2,0,1
1768,2,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,174,61,43,1,0,2,0,1,0,0
1769,1,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,412,47,224,1,1,3,1,3,1,2
1770,1,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,809,48,101,0,1,2,1,1,0,0
1771,1,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,597,76,209,1,0,2,0,1,0,0
1772,0,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,940,37,968,0,0,1,0,2,0,1
1773,1,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,487,70,1165,1,0,2,0,2,0,1
1774,0,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,263,55,24,1,1,3,1,3,0,2
1775,0,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,768,67,252,1,2,4,1,3,0,0
1776,0,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,829,37,165,0,1,2,1,1,0,0
1777,1,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,784,45,269,1,0,2,0,1,0,0
1778,1,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,546,49,102,1,1,3,1,1,0,0
1779,2,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,697,38,461,1,0,2,0,2,0,1
1780,2,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,719,43,47,0,1,2,1,1,0,0
1781,1,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,292,46,144,0,2,3,1,3,0,0
1782,0,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,783,54,1338,1,0,2,0,2,0,1
1783,0,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,373,63,917,1,1,3,1,0,0,2
1784,0,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,704,51,318,1,2,4,1,3,0,0
1785,0,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,1000,55,253,0,2,3,1,3,0,0
1786,0,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,806,49,502,1,1,3,1,0,0,2
1787,0,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,450,39,119,1,1,3,1,1,0,0
1788,2,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,830,43,1250,1,2,4,1,0,0,0
1789,0,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,663,43,969,1,1,3,1,0,0,2
1790,0,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,577,72,76,1,2,4,1,3,0,0
1791,1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,59,62,0,2,3,1,3,0,0
1792,2,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,478,60,1382,1,0,2,0,2,1,1
1793,0,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,157,46,84,0,1,2,1,1,0,0
1794,0,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,511,70,255,1,2,4,1,3,1,0
1795,1,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,540,62,43,1,2,4,1,3,0,0
1796,0,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,636,67,398,0,1,2,1,0,0,2
1797,1,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,234,45,76,0,1,2,1,1,0,0
1798,0,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,183,58,902,1,2,4,1,0,1,2
1799,2,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,304,41,823,1,1,3,1,0,0,2
1800,0,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,162,46,1179,1,1,3,1,0,0,2
1801,0,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,783,48,1921,1,1,3,1,0,1,2
1802,1,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,587,71,185,1,2,4,1,3,0,0
1803,0,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,626,56,433,0,2,3,1,3,0,0
1804,0,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,66,71,34,1,2,4,1,3,1,0
1805,0,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,487,64,907,1,1,3,1,0,0,2
1806,1,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,512,56,416,0,2,3,1,0,0,2
1807,0,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,609,58,44,0,2,3,1,3,0,0
1808,0,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,222,66,1588,1,0,2,0,2,0,1
1809,1,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,939,48,1797,0,0,1,0,2,1,1
1810,0,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,970,56,40,1,2,4,1,3,0,0
1811,1,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,750,59,1143,0,1,2,1,0,0,2
1812,1,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,161,53,914,1,0,2,0,2,1,0
1813,0,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,685,30,1502,1,0,2,0,2,1,1
1814,0,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,660,68,1338,0,1,2,1,0,0,2
1815,1,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,503,39,27,1,1,3,1,1,0,0
1816,2,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,434,40,763,1,1,3,1,0,1,2
1817,0,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,505,71,1331,0,0,1,0,2,0,1
1818,0,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,462,66,525,1,2,4,1,0,0,2
1819,1,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,174,61,9,1,2,4,1,3,0,0
1820,0,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,155,60,953,1,1,3,1,0,1,2
1821,1,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,391,51,68,0,2,3,1,3,0,0
1822,1,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,605,51,131,0,2,3,1,3,0,0
1823,0,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,454,54,882,1,1,3,1,0,0,2
1824,2,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,971,44,1149,1,0,2,0,2,0,1
1825,0,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,447,53,37,1,1,3,1,1,0,0
1826,1,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,468,57,388,0,1,2,1,0,0,2
1827,0,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,659,36,1428,1,0,2,0,2,0,1
1828,1,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,562,64,1633,1,0,2,0,2,0,1
1829,1,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,563,47,173,1,1,3,1,1,0,0
1830,0,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,483,35,99,0,1,2,1,1,0,0
1831,0,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,631,63,215,1,1,3,1,0,0,2
1832,1,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,657,60,929,1,1,3,1,0,0,2
1833,0,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,261,48,219,1,1,3,1,3,0,0
1834,0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,392,45,174,1,2,4,1,3,0,0
1835,0,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,785,44,92,1,2,4,1,3,0,0
1836,1,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,453,52,1052,1,0,2,0,2,0,1
1837,0,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,624,65,275,1,1,3,1,0,1,2
1838,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1003,67,587,1,1,3,1,0,0,2
1839,1,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,805,68,1662,0,1,2,1,0,0,2
1840,1,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,399,40,159,1,1,3,1,1,0,0
1841,1,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,640,69,1024,0,0,1,0,2,3,1
1842,1,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,227,54,35,0,1,2,1,1,0,0
1843,1,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,462,65,1042,1,0,2,0,2,0,1
1844,1,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,512,57,395,1,2,4,1,3,0,0
1845,1,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,727,47,557,1,0,2,0,2,3,1
1846,1,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,166,59,9,1,2,4,1,3,0,0
1847,0,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,486,32,69,1,0,2,0,1,0,0
1848,1,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,35,56,486,1,1,3,1,0,0,2
1849,0,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,307,34,34,0,1,2,1,1,0,0
1850,2,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,809,27,1365,0,0,1,0,2,2,1
1851,0,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,566,47,13,1,1,3,1,1,0,0
1852,1,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,768,44,1401,1,0,2,0,2,0,1
1853,0,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,400,61,1574,1,0,2,0,2,0,1
1854,1,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,423,38,1323,0,0,1,0,2,0,1
1855,1,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,363,51,1217,0,1,2,1,0,2,2
1856,1,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,749,71,103,0,3,4,1,3,0,0
1857,1,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,608,46,84,1,0,2,0,1,0,0
1858,1,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,679,50,1536,1,0,2,0,2,0,1
1859,0,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,809,37,581,1,1,3,1,0,0,0
1860,1,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,878,56,928,1,1,3,1,0,0,2
1861,2,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,356,47,14,0,0,1,0,1,0,0
1862,0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,516,43,424,0,1,2,1,0,0,2
1863,0,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,418,51,960,1,1,3,1,0,0,2
1864,0,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,816,40,1555,1,0,2,0,2,1,1
1865,0,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,879,49,656,0,2,3,1,0,1,0
1866,1,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,545,54,55,1,2,4,1,3,0,0
1867,0,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,31,38,20,0,1,2,1,1,0,0
1868,1,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1061,51,367,1,1,3,1,0,0,0
1869,2,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,64,45,2257,1,0,2,0,2,3,1
1870,1,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,337,55,42,0,1,2,1,1,0,0
1871,0,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,365,58,1049,0,1,2,1,0,0,2
1872,0,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,234,50,48,0,2,3,1,3,0,0
1873,1,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,673,74,685,0,1,2,1,0,0,2
